stateProvince,lat,long,geoCoordinate,scientificName,vernacularName,countryConservation
Victoria,-37.2075,148.778,"[-37.207499999091,148.778]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6401,148.8325,"[-37.6400999990873,148.8325]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1358,145.27,"[-38.1357999990833,145.27]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.9521,146.274,"[-37.9520999990847,146.274]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1346,145.2825,"[-38.1345999990833,145.2825]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1353,145.2812,"[-38.1352999990833,145.2812]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1346,145.2825,"[-38.1345999990833,145.2825]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.8226,146.0764,"[-37.8225999990858,146.0764]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1367,145.2709,"[-38.1366999990833,145.2709]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1393,145.2694,"[-38.1392999990833,145.2694]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6881,149.1235,"[-37.6880999990869,149.1235]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1327,145.2615,"[-38.1326999990833,145.2615]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1396,145.2726,"[-38.1395999990833,145.2726]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1396,145.2726,"[-38.1395999990833,145.2726]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-36.9519,148.2382,"[-36.9518999990933,148.2382]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1393,145.2694,"[-38.1392999990833,145.2694]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.1825,148.7841,"[-37.1824999990912,148.7841]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5223,148.6241,"[-37.5222999990883,148.6241]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1367,145.2709,"[-38.1366999990833,145.2709]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5755,148.9973,"[-37.5754999990878,148.9973]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1393,145.2769,"[-38.1392999990833,145.2769]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.4679,144.0875,"[-38.4678999990808,144.0875]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.7677,146.0023,"[-37.7676999990862,146.0023]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6657,148.8436,"[-37.6656999990871,148.8436]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.2892,148.3144,"[-37.2891999990903,148.3144]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.1903,148.8443,"[-37.1902999990911,148.8443]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.627,148.8279,"[-37.6269999990874,148.8279]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1353,145.2812,"[-38.1352999990833,145.2812]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1399,145.2671,"[-38.1398999990833,145.2671]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6994,148.8042,"[-37.6993999990868,148.8042]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1376,145.2707,"[-38.1375999990833,145.270699999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.5121,145.3416,"[-38.5120999990805,145.3416]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6582,149.0869,"[-37.6581999990871,149.0869]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.3111,148.6364,"[-37.3110999990901,148.6364]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4361,149.3587,"[-37.436099999089,149.3587]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1376,145.2707,"[-38.1375999990833,145.270699999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6869,148.543,"[-37.6868999990869,148.543]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.8683,145.9175,"[-37.8682999990854,145.9175]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.599,146.0683,"[-37.5989999990876,146.0683]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.645,148.8333,"[-37.6449999990873,148.8333]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.3102,148.6362,"[-37.3101999990901,148.6362]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1376,145.2707,"[-38.1375999990833,145.270699999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1367,145.2709,"[-38.1366999990833,145.2709]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1337,145.258,"[-38.1336999990833,145.258]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4303,142.8317,"[-37.4302999990891,142.831699999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1358,145.27,"[-38.1357999990833,145.27]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6444,148.8342,"[-37.6443999990873,148.834199999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1335,145.2804,"[-38.1334999990833,145.2804]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1326,145.2727,"[-38.1325999990833,145.2727]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5428,149.8183,"[-37.5427999990881,149.8183]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.4733,143.6235,"[-38.4732999990807,143.623499999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.1779,148.8251,"[-37.1778999990913,148.8251]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6428,148.7317,"[-37.6427999990873,148.7317]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1327,145.2615,"[-38.1326999990833,145.2615]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1342,145.2587,"[-38.1341999990833,145.2587]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1367,145.2709,"[-38.1366999990833,145.2709]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1335,145.2804,"[-38.1334999990833,145.2804]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1329,145.2759,"[-38.1328999990833,145.2759]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6657,148.8436,"[-37.6656999990871,148.8436]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.198,145.4799,"[-38.1979999990828,145.4799]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4908,149.3089,"[-37.4907999990885,149.3089]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1367,145.2709,"[-38.1366999990833,145.2709]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1335,145.2804,"[-38.1334999990833,145.2804]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2758,"[-38.1294999990834,145.2758]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1396,145.2726,"[-38.1395999990833,145.2726]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1393,145.2769,"[-38.1392999990833,145.2769]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.5534,143.6183,"[-38.5533999990802,143.6183]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.4952,145.9383,"[-37.4951999990885,145.9383]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.4648,143.6298,"[-38.4647999990808,143.6298]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1327,145.2615,"[-38.1326999990833,145.2615]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.5113,145.1359,"[-38.5112999990805,145.1359]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1342,145.2587,"[-38.1341999990833,145.2587]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5438,149.8186,"[-37.5437999990881,149.8186]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1339,145.2693,"[-38.1338999990833,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.7,143.3,"[-38.6999999990791,143.3]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4998,148.6937,"[-37.4997999990885,148.6937]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1319,145.274,"[-38.1318999990833,145.274]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.9068,146.2486,"[-38.9067999990776,146.2486]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.2013,148.7633,"[-37.2012999990911,148.7633]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1374,145.2764,"[-38.1373999990833,145.2764]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5741,149.0575,"[-37.5740999990878,149.0575]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5752,149.0009,"[-37.5751999990878,149.000899999999]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6048,149.3148,"[-37.6047999990876,149.3148]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1353,145.2812,"[-38.1352999990833,145.2812]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.8249,145.3526,"[-37.8248999990858,145.3526]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.6311,146.0113,"[-37.6310999990874,146.0113]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1363,145.2743,"[-38.1362999990833,145.2743]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5879,149.4789,"[-37.5878999990877,149.4789]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5,145.9351,"[-37.4999999990885,145.9351]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1393,145.2769,"[-38.1392999990833,145.2769]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6572,145.2856,"[-37.6571999990872,145.2856]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.2798,"[-38.1307999990833,145.2798]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1376,145.2707,"[-38.1375999990833,145.270699999999]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1286,145.2814,"[-38.1285999990834,145.2814]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1286,145.2814,"[-38.1285999990834,145.2814]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.131,145.2742,"[-38.1309999990833,145.2742]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.5121,145.3416,"[-38.5120999990805,145.3416]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-37.091,148.2993,"[-37.090999999092,148.2993]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-37.3404,149.5276,"[-37.3403999990898,149.5276]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.7195,142.0249,"[-37.7194999990866,142.0249]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1323,145.2708,"[-38.1322999990833,145.2708]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-36.4799,147.9739,"[-36.4798999990977,147.9739]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.0305,146.222,"[-38.0304999990841,146.222]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.8876,146.2719,"[-38.8875999990778,146.2719]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1315,145.2617,"[-38.1314999990833,145.2617]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4296,142.8268,"[-37.4295999990891,142.8268]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4131,148.7423,"[-37.4130999990892,148.7423]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1358,145.27,"[-38.1357999990833,145.27]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4853,149.1299,"[-37.4852999990886,149.1299]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.8809,146.2677,"[-38.8808999990778,146.2677]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.9034,145.8678,"[-37.9033999990851,145.8678]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1396,145.2726,"[-38.1395999990833,145.2726]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1353,145.2812,"[-38.1352999990833,145.2812]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1302,145.2823,"[-38.1301999990833,145.2823]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.8504,145.9431,"[-37.8503999990856,145.9431]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.3985,145.3761,"[-38.3984999990813,145.3761]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1347,145.2757,"[-38.1346999990833,145.2757]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1341,145.2781,"[-38.1340999990833,145.2781]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4842,149.1204,"[-37.4841999990886,149.1204]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.789,145.8342,"[-37.7889999990861,145.8342]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.4918,149.306,"[-37.4917999990885,149.306]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.7583,145.8121,"[-37.7582999990863,145.8121]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1775,145.5463,"[-38.177499999083,145.5463]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1319,145.274,"[-38.1318999990833,145.274]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1344,145.2659,"[-38.1343999990833,145.2659]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1335,145.2737,"[-38.1334999990833,145.2737]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1281,145.2693,"[-38.1280999990834,145.2693]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1286,145.2814,"[-38.1285999990834,145.2814]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-36.9475,148.2327,"[-36.9474999990933,148.2327]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.5008,145.3395,"[-38.5007999990805,145.3395]",Perameles gunnii,Eastern Barred Bandicoot,Endangered
Victoria,-38.1397,145.2803,"[-38.1396999990833,145.2803]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.2126,145.4597,"[-38.2125999990827,145.4597]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5439,149.8177,"[-37.5438999990881,149.8177]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5795,149.4764,"[-37.5794999990878,149.4764]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1286,145.2814,"[-38.1285999990834,145.2814]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1397,145.2803,"[-38.1396999990833,145.2803]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.9717,146.2873,"[-38.9716999990772,146.2873]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1329,145.2759,"[-38.1328999990833,145.2759]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1321,145.2625,"[-38.1320999990833,145.2625]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.131,145.2742,"[-38.1309999990833,145.2742]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.7547,148.7976,"[-37.7546999990864,148.7976]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1374,145.2764,"[-38.1373999990833,145.2764]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1406,145.2736,"[-38.1405999990833,145.2736]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1295,145.2824,"[-38.1294999990834,145.2824]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1308,145.272,"[-38.1307999990833,145.272]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1329,145.2759,"[-38.1328999990833,145.2759]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.6139,149.4724,"[-37.6138999990875,149.4724]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-38.1372,145.2819,"[-38.1371999990833,145.2819]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5745,148.9976,"[-37.5744999990878,148.9976]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1393,145.2769,"[-38.1392999990833,145.2769]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
Victoria,-37.5423,149.8197,"[-37.5422999990881,149.8197]",Perameles nasuta,Long-nosed bandicoot,Not Listed
Victoria,-38.1329,145.2759,"[-38.1328999990833,145.2759]",Isoodon obesulus,Southern Brown Bandicoot,Endangered
