SAL_CODE21,SAL_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,SHAPE_Leng,SHAPE_Area
10015,Adaminaby,1,New South Wales,AUS,Australia,356.4961,http://linked.data.gov.au/dataset/asgsed3/SAL/10015,1.239201932,0.035639014
10016,Adamstown,1,New South Wales,AUS,Australia,3.051,http://linked.data.gov.au/dataset/asgsed3/SAL/10016,0.104067936,0.000294192
10017,Adamstown Heights,1,New South Wales,AUS,Australia,2.394,http://linked.data.gov.au/dataset/asgsed3/SAL/10017,0.098500509,0.000230823
10018,Adelong,1,New South Wales,AUS,Australia,20.2697,http://linked.data.gov.au/dataset/asgsed3/SAL/10018,0.284672859,0.002008857
10019,Adjungbilly,1,New South Wales,AUS,Australia,438.1006,http://linked.data.gov.au/dataset/asgsed3/SAL/10019,1.524567519,0.043279829
10020,Afterlee,1,New South Wales,AUS,Australia,34.7839,http://linked.data.gov.au/dataset/asgsed3/SAL/10020,0.34951818,0.003207933
10021,Agnes Banks,1,New South Wales,AUS,Australia,15.475,http://linked.data.gov.au/dataset/asgsed3/SAL/10021,0.215383472,0.001503595
10022,Airds,1,New South Wales,AUS,Australia,2.3806,http://linked.data.gov.au/dataset/asgsed3/SAL/10022,0.071891974,0.000232558
10023,Akolele,1,New South Wales,AUS,Australia,5.9502,http://linked.data.gov.au/dataset/asgsed3/SAL/10023,0.157055943,0.000597357
10024,Albert,1,New South Wales,AUS,Australia,690.5799,http://linked.data.gov.au/dataset/asgsed3/SAL/10024,1.512223541,0.066181127
10025,Albion Park,1,New South Wales,AUS,Australia,9.0983,http://linked.data.gov.au/dataset/asgsed3/SAL/10025,0.156247268,0.000893883
10026,Albion Park Rail,1,New South Wales,AUS,Australia,7.1632,http://linked.data.gov.au/dataset/asgsed3/SAL/10026,0.203199573,0.000703596
10027,Albury,1,New South Wales,AUS,Australia,5.6834,http://linked.data.gov.au/dataset/asgsed3/SAL/10027,0.120973075,0.000568645
10028,Aldavilla,1,New South Wales,AUS,Australia,15.0762,http://linked.data.gov.au/dataset/asgsed3/SAL/10028,0.211869744,0.00142492
10029,Alectown,1,New South Wales,AUS,Australia,277.1442,http://linked.data.gov.au/dataset/asgsed3/SAL/10029,0.841668914,0.026714672
10030,Alexandria,1,New South Wales,AUS,Australia,3.537,http://linked.data.gov.au/dataset/asgsed3/SAL/10030,0.102839039,0.000344776
10031,Alfords Point,1,New South Wales,AUS,Australia,2.5665,http://linked.data.gov.au/dataset/asgsed3/SAL/10031,0.082786866,0.000250412
10032,Alfredtown,1,New South Wales,AUS,Australia,75.0792,http://linked.data.gov.au/dataset/asgsed3/SAL/10032,0.557529156,0.007427029
10033,Alice,1,New South Wales,AUS,Australia,13.2753,http://linked.data.gov.au/dataset/asgsed3/SAL/10033,0.150280235,0.001229846
10034,Alison (Central Coast - NSW),1,New South Wales,AUS,Australia,1.3958,http://linked.data.gov.au/dataset/asgsed3/SAL/10034,0.073143221,0.000135073
10035,Alison (Dungog - NSW),1,New South Wales,AUS,Australia,19.2707,http://linked.data.gov.au/dataset/asgsed3/SAL/10035,0.361485768,0.001847673
10036,Allambie Heights,1,New South Wales,AUS,Australia,6.6746,http://linked.data.gov.au/dataset/asgsed3/SAL/10036,0.130941438,0.000649608
10037,Allandale (NSW),1,New South Wales,AUS,Australia,10.4827,http://linked.data.gov.au/dataset/asgsed3/SAL/10037,0.195961443,0.001008364
10038,Allawah,1,New South Wales,AUS,Australia,0.5837,http://linked.data.gov.au/dataset/asgsed3/SAL/10038,0.039858842,5.69672E-05
10039,Alleena,1,New South Wales,AUS,Australia,269.6334,http://linked.data.gov.au/dataset/asgsed3/SAL/10039,0.837926109,0.026340659
10040,Allgomera,1,New South Wales,AUS,Australia,120.3883,http://linked.data.gov.au/dataset/asgsed3/SAL/10040,0.601185838,0.011348566
10041,Allworth,1,New South Wales,AUS,Australia,18.2505,http://linked.data.gov.au/dataset/asgsed3/SAL/10041,0.235139194,0.001752023
10042,Allynbrook,1,New South Wales,AUS,Australia,34.1815,http://linked.data.gov.au/dataset/asgsed3/SAL/10042,0.326773199,0.003274574
10043,Alma Park,1,New South Wales,AUS,Australia,87.6845,http://linked.data.gov.au/dataset/asgsed3/SAL/10043,0.538509066,0.008721414
10044,Alpine,1,New South Wales,AUS,Australia,23.0329,http://linked.data.gov.au/dataset/asgsed3/SAL/10044,0.252802414,0.00225837
10045,Alstonvale,1,New South Wales,AUS,Australia,10.2583,http://linked.data.gov.au/dataset/asgsed3/SAL/10045,0.166768847,0.000948024
10046,Alstonville,1,New South Wales,AUS,Australia,28.8249,http://linked.data.gov.au/dataset/asgsed3/SAL/10046,0.32245883,0.002665014
10047,Alumy Creek,1,New South Wales,AUS,Australia,9.0532,http://linked.data.gov.au/dataset/asgsed3/SAL/10047,0.119081118,0.000843473
10048,Amaroo (NSW),1,New South Wales,AUS,Australia,16.7796,http://linked.data.gov.au/dataset/asgsed3/SAL/10048,0.308884201,0.001621941
10049,Ambarvale,1,New South Wales,AUS,Australia,2.848,http://linked.data.gov.au/dataset/asgsed3/SAL/10049,0.080085004,0.000278189
10050,Amosfield,1,New South Wales,AUS,Australia,58.0841,http://linked.data.gov.au/dataset/asgsed3/SAL/10050,0.468678499,0.005359324
10051,Anabranch North,1,New South Wales,AUS,Australia,1661.3937,http://linked.data.gov.au/dataset/asgsed3/SAL/10051,2.26004601,0.160831494
10052,Anabranch South,1,New South Wales,AUS,Australia,2279.4634,http://linked.data.gov.au/dataset/asgsed3/SAL/10052,2.838153163,0.221711574
10053,Anambah,1,New South Wales,AUS,Australia,11.5924,http://linked.data.gov.au/dataset/asgsed3/SAL/10053,0.170864545,0.001114531
10054,Ando,1,New South Wales,AUS,Australia,112.1626,http://linked.data.gov.au/dataset/asgsed3/SAL/10054,0.576121803,0.011315574
10055,Anembo,1,New South Wales,AUS,Australia,171.8203,http://linked.data.gov.au/dataset/asgsed3/SAL/10055,0.745909918,0.017126559
10056,Angledale,1,New South Wales,AUS,Australia,26.8133,http://linked.data.gov.au/dataset/asgsed3/SAL/10056,0.290377899,0.002701652
10057,Angledool,1,New South Wales,AUS,Australia,689.3144,http://linked.data.gov.au/dataset/asgsed3/SAL/10057,1.356269844,0.063900672
10058,Anglers Reach,1,New South Wales,AUS,Australia,11.1265,http://linked.data.gov.au/dataset/asgsed3/SAL/10058,0.230042796,0.001112305
10059,Angourie,1,New South Wales,AUS,Australia,3.5357,http://linked.data.gov.au/dataset/asgsed3/SAL/10059,0.128099919,0.000328867
10060,Angus,1,New South Wales,AUS,Australia,6.0899,http://linked.data.gov.au/dataset/asgsed3/SAL/10060,0.125529033,0.000592115
10061,Anna Bay,1,New South Wales,AUS,Australia,22.2502,http://linked.data.gov.au/dataset/asgsed3/SAL/10061,0.317572505,0.002141238
10062,Annandale (NSW),1,New South Wales,AUS,Australia,1.4931,http://linked.data.gov.au/dataset/asgsed3/SAL/10062,0.056870583,0.000145514
10063,Annangrove,1,New South Wales,AUS,Australia,10.2464,http://linked.data.gov.au/dataset/asgsed3/SAL/10063,0.262063935,0.000995964
10064,Appin (NSW),1,New South Wales,AUS,Australia,102.055,http://linked.data.gov.au/dataset/asgsed3/SAL/10064,0.546757992,0.009983111
10065,Apple Tree Flat,1,New South Wales,AUS,Australia,17.0216,http://linked.data.gov.au/dataset/asgsed3/SAL/10065,0.233444406,0.001636511
10066,Appleby,1,New South Wales,AUS,Australia,18.1519,http://linked.data.gov.au/dataset/asgsed3/SAL/10066,0.196113544,0.001713626
10067,Appletree Flat,1,New South Wales,AUS,Australia,28.5322,http://linked.data.gov.au/dataset/asgsed3/SAL/10067,0.262110803,0.002738182
10068,Apsley (NSW),1,New South Wales,AUS,Australia,28.2301,http://linked.data.gov.au/dataset/asgsed3/SAL/10068,0.356944481,0.002712146
10069,Arable,1,New South Wales,AUS,Australia,116.3272,http://linked.data.gov.au/dataset/asgsed3/SAL/10069,0.613473921,0.011683475
10070,Arakoon,1,New South Wales,AUS,Australia,24.794,http://linked.data.gov.au/dataset/asgsed3/SAL/10070,0.331083564,0.002339718
10071,Araluen (NSW),1,New South Wales,AUS,Australia,121.2736,http://linked.data.gov.au/dataset/asgsed3/SAL/10071,0.72869744,0.012068097
10072,Aratula (NSW),1,New South Wales,AUS,Australia,163.3817,http://linked.data.gov.au/dataset/asgsed3/SAL/10072,0.76892708,0.016285187
10073,Arcadia (NSW),1,New South Wales,AUS,Australia,22.4088,http://linked.data.gov.au/dataset/asgsed3/SAL/10073,0.295044569,0.002177006
10074,Arcadia Vale,1,New South Wales,AUS,Australia,1.3455,http://linked.data.gov.au/dataset/asgsed3/SAL/10074,0.06500561,0.00012991
10075,Ardglen,1,New South Wales,AUS,Australia,72.2728,http://linked.data.gov.au/dataset/asgsed3/SAL/10075,0.562996021,0.006877521
10076,Arding,1,New South Wales,AUS,Australia,54.771,http://linked.data.gov.au/dataset/asgsed3/SAL/10076,0.425905529,0.005150062
10077,Ardlethan,1,New South Wales,AUS,Australia,538.8725,http://linked.data.gov.au/dataset/asgsed3/SAL/10077,1.517753742,0.052796149
10078,Argalong,1,New South Wales,AUS,Australia,132.3034,http://linked.data.gov.au/dataset/asgsed3/SAL/10078,0.581596625,0.013110172
10079,Argenton,1,New South Wales,AUS,Australia,1.5233,http://linked.data.gov.au/dataset/asgsed3/SAL/10079,0.062384491,0.000146885
10080,Argents Hill,1,New South Wales,AUS,Australia,76.2545,http://linked.data.gov.au/dataset/asgsed3/SAL/10080,0.858840242,0.007173042
10081,Argoon,1,New South Wales,AUS,Australia,247.1246,http://linked.data.gov.au/dataset/asgsed3/SAL/10081,0.86212659,0.02437723
10082,Ariah Park,1,New South Wales,AUS,Australia,489.991,http://linked.data.gov.au/dataset/asgsed3/SAL/10082,1.114998472,0.047988573
10083,Arkell,1,New South Wales,AUS,Australia,66.8602,http://linked.data.gov.au/dataset/asgsed3/SAL/10083,0.409346762,0.006504709
10084,Arkstone,1,New South Wales,AUS,Australia,79.3706,http://linked.data.gov.au/dataset/asgsed3/SAL/10084,0.808156582,0.007748978
10085,Armatree,1,New South Wales,AUS,Australia,484.98,http://linked.data.gov.au/dataset/asgsed3/SAL/10085,1.354782063,0.046015594
10086,Armidale,1,New South Wales,AUS,Australia,274.5996,http://linked.data.gov.au/dataset/asgsed3/SAL/10086,0.811345903,0.025802818
10087,Arncliffe,1,New South Wales,AUS,Australia,2.9429,http://linked.data.gov.au/dataset/asgsed3/SAL/10087,0.102650391,0.000287053
10088,Arndell Park,1,New South Wales,AUS,Australia,2.0008,http://linked.data.gov.au/dataset/asgsed3/SAL/10088,0.073366076,0.000194775
10089,Arrawarra,1,New South Wales,AUS,Australia,2.818,http://linked.data.gov.au/dataset/asgsed3/SAL/10089,0.07651325,0.000263604
10090,Arrawarra Headland,1,New South Wales,AUS,Australia,2.6804,http://linked.data.gov.au/dataset/asgsed3/SAL/10090,0.087574415,0.000250778
10091,Artarmon,1,New South Wales,AUS,Australia,2.5348,http://linked.data.gov.au/dataset/asgsed3/SAL/10091,0.071248873,0.000246888
10092,Arthurville,1,New South Wales,AUS,Australia,72.5398,http://linked.data.gov.au/dataset/asgsed3/SAL/10092,0.504007487,0.006964783
10093,Arumpo,1,New South Wales,AUS,Australia,5396.4077,http://linked.data.gov.au/dataset/asgsed3/SAL/10093,5.927432562,0.524309423
10094,Ashbury,1,New South Wales,AUS,Australia,1.0312,http://linked.data.gov.au/dataset/asgsed3/SAL/10094,0.055862935,0.00010049
10095,Ashby (NSW),1,New South Wales,AUS,Australia,14.03,http://linked.data.gov.au/dataset/asgsed3/SAL/10095,0.18029243,0.001304618
10096,Ashby Heights,1,New South Wales,AUS,Australia,32.3489,http://linked.data.gov.au/dataset/asgsed3/SAL/10096,0.294857237,0.003006698
10097,Ashby Island,1,New South Wales,AUS,Australia,2.4098,http://linked.data.gov.au/dataset/asgsed3/SAL/10097,0.063579201,0.000224043
10098,Ashcroft,1,New South Wales,AUS,Australia,1.1539,http://linked.data.gov.au/dataset/asgsed3/SAL/10098,0.059323667,0.000112494
10099,Ashfield (NSW),1,New South Wales,AUS,Australia,3.4144,http://linked.data.gov.au/dataset/asgsed3/SAL/10099,0.101313621,0.000332703
10100,Ashford (NSW),1,New South Wales,AUS,Australia,681.0473,http://linked.data.gov.au/dataset/asgsed3/SAL/10100,1.810599256,0.063249652
10101,Ashley,1,New South Wales,AUS,Australia,332.7669,http://linked.data.gov.au/dataset/asgsed3/SAL/10101,1.050623961,0.030886056
10102,Ashmont,1,New South Wales,AUS,Australia,2.4289,http://linked.data.gov.au/dataset/asgsed3/SAL/10102,0.076127311,0.00024018
10103,Ashtonfield,1,New South Wales,AUS,Australia,6.8336,http://linked.data.gov.au/dataset/asgsed3/SAL/10103,0.112468265,0.000657731
10104,Asquith,1,New South Wales,AUS,Australia,3.5033,http://linked.data.gov.au/dataset/asgsed3/SAL/10104,0.10533179,0.00034066
10105,Atholwood,1,New South Wales,AUS,Australia,454.4564,http://linked.data.gov.au/dataset/asgsed3/SAL/10105,1.210233492,0.042107788
10106,Attunga,1,New South Wales,AUS,Australia,218.7213,http://linked.data.gov.au/dataset/asgsed3/SAL/10106,1.032189309,0.020637684
10107,Auburn (NSW),1,New South Wales,AUS,Australia,8.5637,http://linked.data.gov.au/dataset/asgsed3/SAL/10107,0.153584363,0.00083429
10108,Auburn Vale,1,New South Wales,AUS,Australia,63.6472,http://linked.data.gov.au/dataset/asgsed3/SAL/10108,0.48374977,0.005940809
10109,Austinmer,1,New South Wales,AUS,Australia,3.3572,http://linked.data.gov.au/dataset/asgsed3/SAL/10109,0.105276577,0.000328733
10110,Austral,1,New South Wales,AUS,Australia,17.6611,http://linked.data.gov.au/dataset/asgsed3/SAL/10110,0.199111979,0.001721899
10111,Austral Eden,1,New South Wales,AUS,Australia,13.6185,http://linked.data.gov.au/dataset/asgsed3/SAL/10111,0.189400297,0.001286492
10112,Avalon Beach,1,New South Wales,AUS,Australia,5.1524,http://linked.data.gov.au/dataset/asgsed3/SAL/10112,0.159631943,0.000500628
10113,Avisford,1,New South Wales,AUS,Australia,18.3025,http://linked.data.gov.au/dataset/asgsed3/SAL/10113,0.208616608,0.00176098
10114,Avoca (NSW),1,New South Wales,AUS,Australia,24.6252,http://linked.data.gov.au/dataset/asgsed3/SAL/10114,0.244993573,0.00241969
10115,Avoca Beach,1,New South Wales,AUS,Australia,4.4418,http://linked.data.gov.au/dataset/asgsed3/SAL/10115,0.139491662,0.000430812
10116,Avon (NSW),1,New South Wales,AUS,Australia,265.8204,http://linked.data.gov.au/dataset/asgsed3/SAL/10116,0.854660662,0.026069444
10117,Avondale (NSW),1,New South Wales,AUS,Australia,18.3129,http://linked.data.gov.au/dataset/asgsed3/SAL/10117,0.263139257,0.001798003
10118,Avonside,1,New South Wales,AUS,Australia,57.3648,http://linked.data.gov.au/dataset/asgsed3/SAL/10118,0.528148315,0.005762631
10119,Awaba,1,New South Wales,AUS,Australia,23.1193,http://linked.data.gov.au/dataset/asgsed3/SAL/10119,0.266061819,0.002231225
10120,Aylmerton,1,New South Wales,AUS,Australia,2.7956,http://linked.data.gov.au/dataset/asgsed3/SAL/10120,0.105249322,0.000274151
10121,Baan Baa,1,New South Wales,AUS,Australia,254.9381,http://linked.data.gov.au/dataset/asgsed3/SAL/10121,0.960694696,0.023972155
10122,Babinda (NSW),1,New South Wales,AUS,Australia,476.2417,http://linked.data.gov.au/dataset/asgsed3/SAL/10122,1.034454015,0.045415311
10123,Babyl Creek,1,New South Wales,AUS,Australia,25.8859,http://linked.data.gov.au/dataset/asgsed3/SAL/10123,0.279171283,0.002390641
10124,Back Creek (Bland - NSW),1,New South Wales,AUS,Australia,449.795,http://linked.data.gov.au/dataset/asgsed3/SAL/10124,1.349470829,0.043824548
10125,Back Creek (Gwydir - NSW),1,New South Wales,AUS,Australia,119.9515,http://linked.data.gov.au/dataset/asgsed3/SAL/10125,0.538229686,0.011227345
10126,Back Creek (Mid-Coast - NSW),1,New South Wales,AUS,Australia,31.5289,http://linked.data.gov.au/dataset/asgsed3/SAL/10126,0.321763846,0.003007805
10127,Back Creek (Queanbeyan-Palerang Regional - NSW),1,New South Wales,AUS,Australia,39.2653,http://linked.data.gov.au/dataset/asgsed3/SAL/10127,0.420339345,0.00389318
10128,Back Creek (Tenterfield - NSW),1,New South Wales,AUS,Australia,200.4098,http://linked.data.gov.au/dataset/asgsed3/SAL/10128,0.980581129,0.018550229
10129,Back Creek (Tweed - NSW),1,New South Wales,AUS,Australia,7.4364,http://linked.data.gov.au/dataset/asgsed3/SAL/10129,0.155625619,0.000684776
10130,Back Forest,1,New South Wales,AUS,Australia,5.979,http://linked.data.gov.au/dataset/asgsed3/SAL/10130,0.15478192,0.000589244
10131,Backmede,1,New South Wales,AUS,Australia,29.4886,http://linked.data.gov.au/dataset/asgsed3/SAL/10131,0.263273076,0.002724245
10132,Backwater,1,New South Wales,AUS,Australia,126.3462,http://linked.data.gov.au/dataset/asgsed3/SAL/10132,0.619684613,0.011818249
10133,Badgerys Creek,1,New South Wales,AUS,Australia,26.981,http://linked.data.gov.au/dataset/asgsed3/SAL/10133,0.29353443,0.002629337
10134,Badja,1,New South Wales,AUS,Australia,130.2836,http://linked.data.gov.au/dataset/asgsed3/SAL/10134,0.714202346,0.013032149
10135,Baerami,1,New South Wales,AUS,Australia,151.2264,http://linked.data.gov.au/dataset/asgsed3/SAL/10135,0.687838216,0.014495321
10136,Baerami Creek,1,New South Wales,AUS,Australia,367.2391,http://linked.data.gov.au/dataset/asgsed3/SAL/10136,0.934928497,0.035266805
10137,Bagnoo,1,New South Wales,AUS,Australia,37.7957,http://linked.data.gov.au/dataset/asgsed3/SAL/10137,0.344128659,0.003586995
10138,Bago,1,New South Wales,AUS,Australia,63.0427,http://linked.data.gov.au/dataset/asgsed3/SAL/10138,0.448407691,0.005985616
10139,Bagotville,1,New South Wales,AUS,Australia,9.9221,http://linked.data.gov.au/dataset/asgsed3/SAL/10139,0.185882481,0.000918526
10140,Bakers Creek (Mid-Coast - NSW),1,New South Wales,AUS,Australia,40.4685,http://linked.data.gov.au/dataset/asgsed3/SAL/10140,0.403923149,0.003861102
10141,Bakers Creek (Nambucca Valley - NSW),1,New South Wales,AUS,Australia,57.2165,http://linked.data.gov.au/dataset/asgsed3/SAL/10141,0.378777056,0.005394037
10142,Bakers Creek (Uralla - NSW),1,New South Wales,AUS,Australia,161.5919,http://linked.data.gov.au/dataset/asgsed3/SAL/10142,0.813077603,0.015156925
10143,Bakers Swamp,1,New South Wales,AUS,Australia,136.4942,http://linked.data.gov.au/dataset/asgsed3/SAL/10143,0.779592639,0.013136283
10144,Balaclava (NSW),1,New South Wales,AUS,Australia,2.376,http://linked.data.gov.au/dataset/asgsed3/SAL/10144,0.077493876,0.000233061
10145,Balala,1,New South Wales,AUS,Australia,357.1643,http://linked.data.gov.au/dataset/asgsed3/SAL/10145,1.160129171,0.033600928
10146,Balcolyn,1,New South Wales,AUS,Australia,0.7391,http://linked.data.gov.au/dataset/asgsed3/SAL/10146,0.052777345,7.13854E-05
10147,Bald Blair,1,New South Wales,AUS,Australia,101.2316,http://linked.data.gov.au/dataset/asgsed3/SAL/10147,0.533367086,0.009481579
10148,Bald Hills (NSW),1,New South Wales,AUS,Australia,10.7141,http://linked.data.gov.au/dataset/asgsed3/SAL/10148,0.173313156,0.001083372
10149,Bald Nob,1,New South Wales,AUS,Australia,77.4933,http://linked.data.gov.au/dataset/asgsed3/SAL/10149,0.537600211,0.007222463
10150,Bald Ridge,1,New South Wales,AUS,Australia,135.8045,http://linked.data.gov.au/dataset/asgsed3/SAL/10150,0.641897943,0.013242174
10151,Baldersleigh,1,New South Wales,AUS,Australia,164.3569,http://linked.data.gov.au/dataset/asgsed3/SAL/10151,1.021637433,0.015403668
10152,Baldry,1,New South Wales,AUS,Australia,473.5339,http://linked.data.gov.au/dataset/asgsed3/SAL/10152,1.819637066,0.045632102
10153,Balfours Peak,1,New South Wales,AUS,Australia,170.9276,http://linked.data.gov.au/dataset/asgsed3/SAL/10153,0.716638793,0.015898428
10154,Balgowlah,1,New South Wales,AUS,Australia,1.959,http://linked.data.gov.au/dataset/asgsed3/SAL/10154,0.072288217,0.000190751
10155,Balgowlah Heights,1,New South Wales,AUS,Australia,1.6838,http://linked.data.gov.au/dataset/asgsed3/SAL/10155,0.062802775,0.000163928
10156,Balgownie,1,New South Wales,AUS,Australia,3.7153,http://linked.data.gov.au/dataset/asgsed3/SAL/10156,0.098164367,0.000364215
10157,Balickera,1,New South Wales,AUS,Australia,27.4725,http://linked.data.gov.au/dataset/asgsed3/SAL/10157,0.303325895,0.002640684
10158,Balladoran,1,New South Wales,AUS,Australia,243.1277,http://linked.data.gov.au/dataset/asgsed3/SAL/10158,1.054218271,0.023173853
10159,Ballalaba,1,New South Wales,AUS,Australia,43.7739,http://linked.data.gov.au/dataset/asgsed3/SAL/10159,0.360740598,0.004354841
10160,Balldale,1,New South Wales,AUS,Australia,191.2906,http://linked.data.gov.au/dataset/asgsed3/SAL/10160,0.936009406,0.019076846
10161,Ballengarra,1,New South Wales,AUS,Australia,23.3563,http://linked.data.gov.au/dataset/asgsed3/SAL/10161,0.263876282,0.002213074
10162,Ballimore,1,New South Wales,AUS,Australia,229.3129,http://linked.data.gov.au/dataset/asgsed3/SAL/10162,0.944594671,0.021927152
10163,Ballina,1,New South Wales,AUS,Australia,20.468,http://linked.data.gov.au/dataset/asgsed3/SAL/10163,0.291554406,0.00189234
10164,Ballyroe,1,New South Wales,AUS,Australia,82.9191,http://linked.data.gov.au/dataset/asgsed3/SAL/10164,0.57879,0.008096154
10165,Balmain,1,New South Wales,AUS,Australia,1.5378,http://linked.data.gov.au/dataset/asgsed3/SAL/10165,0.085949116,0.000149784
10166,Balmain East,1,New South Wales,AUS,Australia,0.343,http://linked.data.gov.au/dataset/asgsed3/SAL/10166,0.039863017,3.33979E-05
10167,Balmoral (Lake Macquarie - NSW),1,New South Wales,AUS,Australia,0.8572,http://linked.data.gov.au/dataset/asgsed3/SAL/10167,0.059057283,8.27467E-05
10168,Balmoral (Wingecarribee - NSW),1,New South Wales,AUS,Australia,26.3216,http://linked.data.gov.au/dataset/asgsed3/SAL/10168,0.2550219,0.002577624
10169,Balranald,1,New South Wales,AUS,Australia,5203.5484,http://linked.data.gov.au/dataset/asgsed3/SAL/10169,5.00442574,0.509766037
10170,Bamarang,1,New South Wales,AUS,Australia,11.8092,http://linked.data.gov.au/dataset/asgsed3/SAL/10170,0.185549973,0.001164706
10171,Banda Banda,1,New South Wales,AUS,Australia,70.5119,http://linked.data.gov.au/dataset/asgsed3/SAL/10171,0.379587222,0.006672683
10172,Bandon Grove,1,New South Wales,AUS,Australia,50.4499,http://linked.data.gov.au/dataset/asgsed3/SAL/10172,0.464191019,0.004828851
10173,Bangadang,1,New South Wales,AUS,Australia,17.9611,http://linked.data.gov.au/dataset/asgsed3/SAL/10173,0.251513202,0.001779339
10174,Bangalee (NSW),1,New South Wales,AUS,Australia,6.5613,http://linked.data.gov.au/dataset/asgsed3/SAL/10174,0.146865091,0.000646681
10175,Bangalow,1,New South Wales,AUS,Australia,24.4046,http://linked.data.gov.au/dataset/asgsed3/SAL/10175,0.324962979,0.002253012
10176,Bangheet,1,New South Wales,AUS,Australia,183.8029,http://linked.data.gov.au/dataset/asgsed3/SAL/10176,0.729899568,0.017157162
10177,Bango,1,New South Wales,AUS,Australia,108.4104,http://linked.data.gov.au/dataset/asgsed3/SAL/10177,0.655872582,0.010673439
10178,Bangor (NSW),1,New South Wales,AUS,Australia,3.9221,http://linked.data.gov.au/dataset/asgsed3/SAL/10178,0.11505448,0.000382845
10179,Banksia,1,New South Wales,AUS,Australia,0.9568,http://linked.data.gov.au/dataset/asgsed3/SAL/10179,0.061492429,9.33382E-05
10180,Banksmeadow,1,New South Wales,AUS,Australia,4.1582,http://linked.data.gov.au/dataset/asgsed3/SAL/10180,0.129273656,0.000405574
10181,Bankstown,1,New South Wales,AUS,Australia,6.3542,http://linked.data.gov.au/dataset/asgsed3/SAL/10181,0.163821884,0.000619532
10182,Bankstown Aerodrome,1,New South Wales,AUS,Australia,3.7302,http://linked.data.gov.au/dataset/asgsed3/SAL/10182,0.104024083,0.000363688
10183,Bannaby,1,New South Wales,AUS,Australia,242.3257,http://linked.data.gov.au/dataset/asgsed3/SAL/10183,1.002476349,0.02376034
10184,Bannister (NSW),1,New South Wales,AUS,Australia,109.924,http://linked.data.gov.au/dataset/asgsed3/SAL/10184,0.666241271,0.010803189
10185,Banoon,1,New South Wales,AUS,Australia,122.9755,http://linked.data.gov.au/dataset/asgsed3/SAL/10185,0.801813077,0.011558132
10186,Banora Point,1,New South Wales,AUS,Australia,9.2645,http://linked.data.gov.au/dataset/asgsed3/SAL/10186,0.256509732,0.000851567
10187,Banyabba,1,New South Wales,AUS,Australia,206.6207,http://linked.data.gov.au/dataset/asgsed3/SAL/10187,0.878326838,0.019200103
10188,Bar Beach,1,New South Wales,AUS,Australia,0.5058,http://linked.data.gov.au/dataset/asgsed3/SAL/10188,0.038039551,4.87682E-05
10189,Bar Point,1,New South Wales,AUS,Australia,10.0358,http://linked.data.gov.au/dataset/asgsed3/SAL/10189,0.215269194,0.000973656
10190,Bara,1,New South Wales,AUS,Australia,27.6084,http://linked.data.gov.au/dataset/asgsed3/SAL/10190,0.346801588,0.00265125
